2024-12-07 19:36:29,677 INFO    StreamThr :15744 [internal.py:wandb_internal():83] W&B internal server running at pid: 15744, started at: 2024-12-07 19:36:29.677838
2024-12-07 19:36:29,677 DEBUG   HandlerThread:15744 [handler.py:handle_request():159] handle_request: status
2024-12-07 19:36:29,695 INFO    WriterThread:15744 [datastore.py:open_for_write():87] open: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193629-aawhfk8l\run-aawhfk8l.wandb
2024-12-07 19:36:29,696 DEBUG   SenderThread:15744 [sender.py:send():388] send: header
2024-12-07 19:36:29,698 DEBUG   SenderThread:15744 [sender.py:send():388] send: run
2024-12-07 19:36:30,306 INFO    SenderThread:15744 [dir_watcher.py:__init__():211] watching files in: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193629-aawhfk8l\files
2024-12-07 19:36:30,306 INFO    SenderThread:15744 [sender.py:_start_run_threads():1155] run started: aawhfk8l with start time 1733610989.677838
2024-12-07 19:36:30,306 DEBUG   HandlerThread:15744 [handler.py:handle_request():159] handle_request: run_start
2024-12-07 19:36:30,349 DEBUG   HandlerThread:15744 [system_info.py:__init__():26] System info init
2024-12-07 19:36:30,349 DEBUG   HandlerThread:15744 [system_info.py:__init__():41] System info init done
2024-12-07 19:36:30,349 INFO    HandlerThread:15744 [system_monitor.py:start():194] Starting system monitor
2024-12-07 19:36:30,349 INFO    SystemMonitor:15744 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-07 19:36:30,349 INFO    HandlerThread:15744 [system_monitor.py:probe():214] Collecting system info
2024-12-07 19:36:30,354 INFO    SystemMonitor:15744 [interfaces.py:start():188] Started cpu monitoring
2024-12-07 19:36:30,354 INFO    SystemMonitor:15744 [interfaces.py:start():188] Started disk monitoring
2024-12-07 19:36:30,354 INFO    SystemMonitor:15744 [interfaces.py:start():188] Started gpu monitoring
2024-12-07 19:36:30,354 INFO    SystemMonitor:15744 [interfaces.py:start():188] Started memory monitoring
2024-12-07 19:36:30,370 INFO    SystemMonitor:15744 [interfaces.py:start():188] Started network monitoring
2024-12-07 19:36:30,370 DEBUG   HandlerThread:15744 [system_info.py:probe():152] Probing system
2024-12-07 19:36:30,370 DEBUG   HandlerThread:15744 [system_info.py:_probe_git():137] Probing git
2024-12-07 19:36:30,417 DEBUG   HandlerThread:15744 [system_info.py:_probe_git():145] Probing git done
2024-12-07 19:36:30,417 DEBUG   HandlerThread:15744 [system_info.py:probe():200] Probing system done
2024-12-07 19:36:30,417 DEBUG   HandlerThread:15744 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.26100-SP0', 'python': '3.11.9', 'heartbeatAt': '2024-12-07T22:36:30.370418', 'startedAt': '2024-12-07T22:36:29.661332', 'docker': None, 'cuda': None, 'args': ('--class_weight=None', '--log_preds=False', '--max_iter=50', '--random_state=42', '--solver=saga'), 'state': 'running', 'program': 'C:\\Users\\abia0\\OneDrive\\햞ea de Trabalho\\Projetos\\Faculdade\\topicos_especiais\\Effective-MLops\\train.py', 'codePathLocal': 'train.py', 'codePath': 'Effective-MLops\\train.py', 'git': {'remote': None, 'commit': None}, 'email': 'apegado014@gmail.com', 'root': 'C:/Users/abia0/OneDrive/햞ea de Trabalho/Projetos/Faculdade/topicos_especiais', 'host': 'LOQuinho', 'username': 'abia0', 'executable': 'C:\\Users\\abia0\\AppData\\Local\\Microsoft\\WindowsApps\\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 12, 'cpu_freq': {'current': 1520.0, 'min': 0.0, 'max': 2000.0}, 'cpu_freq_per_core': [{'current': 1520.0, 'min': 0.0, 'max': 2000.0}], 'disk': {'/': {'total': 474.71581649780273, 'used': 356.5426254272461}}, 'gpu': 'NVIDIA GeForce RTX 2050', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2050', 'memory_total': 4294967296}], 'memory': {'total': 15.730522155761719}}
2024-12-07 19:36:30,417 INFO    HandlerThread:15744 [system_monitor.py:probe():224] Finished collecting system info
2024-12-07 19:36:30,417 INFO    HandlerThread:15744 [system_monitor.py:probe():227] Publishing system info
2024-12-07 19:36:30,417 INFO    HandlerThread:15744 [system_monitor.py:probe():229] Finished publishing system info
2024-12-07 19:36:30,428 DEBUG   SenderThread:15744 [sender.py:send():388] send: files
2024-12-07 19:36:30,428 INFO    SenderThread:15744 [sender.py:_save_file():1421] saving file wandb-metadata.json with policy now
2024-12-07 19:36:30,581 DEBUG   HandlerThread:15744 [handler.py:handle_request():159] handle_request: python_packages
2024-12-07 19:36:30,581 DEBUG   SenderThread:15744 [sender.py:send_request():415] send_request: python_packages
2024-12-07 19:36:30,582 DEBUG   HandlerThread:15744 [handler.py:handle_request():159] handle_request: stop_status
2024-12-07 19:36:30,582 DEBUG   SenderThread:15744 [sender.py:send_request():415] send_request: stop_status
2024-12-07 19:36:30,583 DEBUG   HandlerThread:15744 [handler.py:handle_request():159] handle_request: internal_messages
2024-12-07 19:36:31,017 DEBUG   SenderThread:15744 [sender.py:send():388] send: telemetry
2024-12-07 19:36:31,312 INFO    Thread-16 :15744 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193629-aawhfk8l\files\requirements.txt
2024-12-07 19:36:31,313 INFO    Thread-16 :15744 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193629-aawhfk8l\files\wandb-metadata.json
2024-12-07 19:36:31,343 INFO    wandb-upload_0:15744 [upload_job.py:push():130] Uploaded file C:\Users\abia0\AppData\Local\Temp\tmp4uq9kzlswandb\4k8641ue-wandb-metadata.json
2024-12-07 19:36:32,712 DEBUG   SenderThread:15744 [sender.py:send():388] send: use_artifact
2024-12-07 19:36:33,322 INFO    Thread-16 :15744 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193629-aawhfk8l\files\output.log
2024-12-07 19:36:34,939 DEBUG   SenderThread:15744 [sender.py:send():388] send: use_artifact
2024-12-07 19:36:34,939 DEBUG   HandlerThread:15744 [handler.py:handle_request():159] handle_request: status_report
2024-12-07 19:36:35,337 INFO    Thread-16 :15744 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193629-aawhfk8l\files\output.log
2024-12-07 19:36:37,192 DEBUG   SenderThread:15744 [sender.py:send():388] send: use_artifact
