2024-12-07 19:35:26,031 INFO    StreamThr :6152 [internal.py:wandb_internal():83] W&B internal server running at pid: 6152, started at: 2024-12-07 19:35:26.031035
2024-12-07 19:35:26,031 DEBUG   HandlerThread:6152 [handler.py:handle_request():159] handle_request: status
2024-12-07 19:35:26,054 INFO    WriterThread:6152 [datastore.py:open_for_write():87] open: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193526-wrlh88rw\run-wrlh88rw.wandb
2024-12-07 19:35:26,054 DEBUG   SenderThread:6152 [sender.py:send():388] send: header
2024-12-07 19:35:26,054 DEBUG   SenderThread:6152 [sender.py:send():388] send: run
2024-12-07 19:35:26,590 INFO    SenderThread:6152 [dir_watcher.py:__init__():211] watching files in: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193526-wrlh88rw\files
2024-12-07 19:35:26,590 INFO    SenderThread:6152 [sender.py:_start_run_threads():1155] run started: wrlh88rw with start time 1733610926.031035
2024-12-07 19:35:26,611 DEBUG   HandlerThread:6152 [handler.py:handle_request():159] handle_request: run_start
2024-12-07 19:35:26,640 DEBUG   HandlerThread:6152 [system_info.py:__init__():26] System info init
2024-12-07 19:35:26,640 DEBUG   HandlerThread:6152 [system_info.py:__init__():41] System info init done
2024-12-07 19:35:26,640 INFO    HandlerThread:6152 [system_monitor.py:start():194] Starting system monitor
2024-12-07 19:35:26,640 INFO    SystemMonitor:6152 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-07 19:35:26,640 INFO    HandlerThread:6152 [system_monitor.py:probe():214] Collecting system info
2024-12-07 19:35:26,644 INFO    SystemMonitor:6152 [interfaces.py:start():188] Started cpu monitoring
2024-12-07 19:35:26,644 INFO    SystemMonitor:6152 [interfaces.py:start():188] Started disk monitoring
2024-12-07 19:35:26,644 INFO    SystemMonitor:6152 [interfaces.py:start():188] Started gpu monitoring
2024-12-07 19:35:26,644 INFO    SystemMonitor:6152 [interfaces.py:start():188] Started memory monitoring
2024-12-07 19:35:26,660 INFO    SystemMonitor:6152 [interfaces.py:start():188] Started network monitoring
2024-12-07 19:35:26,660 DEBUG   HandlerThread:6152 [system_info.py:probe():152] Probing system
2024-12-07 19:35:26,660 DEBUG   HandlerThread:6152 [system_info.py:_probe_git():137] Probing git
2024-12-07 19:35:26,714 DEBUG   HandlerThread:6152 [system_info.py:_probe_git():145] Probing git done
2024-12-07 19:35:26,714 DEBUG   HandlerThread:6152 [system_info.py:probe():200] Probing system done
2024-12-07 19:35:26,714 DEBUG   HandlerThread:6152 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.26100-SP0', 'python': '3.11.9', 'heartbeatAt': '2024-12-07T22:35:26.660631', 'startedAt': '2024-12-07T22:35:26.015047', 'docker': None, 'cuda': None, 'args': ('--class_weight=None', '--log_preds=False', '--max_iter=30', '--random_state=42', '--solver=saga'), 'state': 'running', 'program': 'C:\\Users\\abia0\\OneDrive\\햞ea de Trabalho\\Projetos\\Faculdade\\topicos_especiais\\Effective-MLops\\train.py', 'codePathLocal': 'train.py', 'codePath': 'Effective-MLops\\train.py', 'git': {'remote': None, 'commit': None}, 'email': 'apegado014@gmail.com', 'root': 'C:/Users/abia0/OneDrive/햞ea de Trabalho/Projetos/Faculdade/topicos_especiais', 'host': 'LOQuinho', 'username': 'abia0', 'executable': 'C:\\Users\\abia0\\AppData\\Local\\Microsoft\\WindowsApps\\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2000.0, 'min': 0.0, 'max': 2000.0}, 'cpu_freq_per_core': [{'current': 2000.0, 'min': 0.0, 'max': 2000.0}], 'disk': {'/': {'total': 474.71581649780273, 'used': 356.5354347229004}}, 'gpu': 'NVIDIA GeForce RTX 2050', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2050', 'memory_total': 4294967296}], 'memory': {'total': 15.730522155761719}}
2024-12-07 19:35:26,714 INFO    HandlerThread:6152 [system_monitor.py:probe():224] Finished collecting system info
2024-12-07 19:35:26,714 INFO    HandlerThread:6152 [system_monitor.py:probe():227] Publishing system info
2024-12-07 19:35:26,714 INFO    HandlerThread:6152 [system_monitor.py:probe():229] Finished publishing system info
2024-12-07 19:35:26,720 DEBUG   SenderThread:6152 [sender.py:send():388] send: files
2024-12-07 19:35:26,720 INFO    SenderThread:6152 [sender.py:_save_file():1421] saving file wandb-metadata.json with policy now
2024-12-07 19:35:26,866 DEBUG   HandlerThread:6152 [handler.py:handle_request():159] handle_request: python_packages
2024-12-07 19:35:26,866 DEBUG   SenderThread:6152 [sender.py:send_request():415] send_request: python_packages
2024-12-07 19:35:26,866 DEBUG   HandlerThread:6152 [handler.py:handle_request():159] handle_request: stop_status
2024-12-07 19:35:26,867 DEBUG   SenderThread:6152 [sender.py:send_request():415] send_request: stop_status
2024-12-07 19:35:26,867 DEBUG   HandlerThread:6152 [handler.py:handle_request():159] handle_request: internal_messages
2024-12-07 19:35:27,252 DEBUG   SenderThread:6152 [sender.py:send():388] send: telemetry
2024-12-07 19:35:27,610 INFO    Thread-16 :6152 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193526-wrlh88rw\files\wandb-metadata.json
