2024-12-07 19:34:54,695 INFO    StreamThr :22040 [internal.py:wandb_internal():83] W&B internal server running at pid: 22040, started at: 2024-12-07 19:34:54.695042
2024-12-07 19:34:54,695 DEBUG   HandlerThread:22040 [handler.py:handle_request():159] handle_request: status
2024-12-07 19:34:54,705 INFO    WriterThread:22040 [datastore.py:open_for_write():87] open: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\run-mlrp240e.wandb
2024-12-07 19:34:54,714 DEBUG   SenderThread:22040 [sender.py:send():388] send: header
2024-12-07 19:34:54,714 DEBUG   SenderThread:22040 [sender.py:send():388] send: run
2024-12-07 19:34:55,332 INFO    SenderThread:22040 [dir_watcher.py:__init__():211] watching files in: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\files
2024-12-07 19:34:55,332 INFO    SenderThread:22040 [sender.py:_start_run_threads():1155] run started: mlrp240e with start time 1733610894.695042
2024-12-07 19:34:55,352 DEBUG   HandlerThread:22040 [handler.py:handle_request():159] handle_request: run_start
2024-12-07 19:34:55,384 DEBUG   HandlerThread:22040 [system_info.py:__init__():26] System info init
2024-12-07 19:34:55,384 DEBUG   HandlerThread:22040 [system_info.py:__init__():41] System info init done
2024-12-07 19:34:55,384 INFO    HandlerThread:22040 [system_monitor.py:start():194] Starting system monitor
2024-12-07 19:34:55,384 INFO    SystemMonitor:22040 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-12-07 19:34:55,384 INFO    HandlerThread:22040 [system_monitor.py:probe():214] Collecting system info
2024-12-07 19:34:55,390 INFO    SystemMonitor:22040 [interfaces.py:start():188] Started cpu monitoring
2024-12-07 19:34:55,391 INFO    SystemMonitor:22040 [interfaces.py:start():188] Started disk monitoring
2024-12-07 19:34:55,391 INFO    SystemMonitor:22040 [interfaces.py:start():188] Started gpu monitoring
2024-12-07 19:34:55,400 INFO    SystemMonitor:22040 [interfaces.py:start():188] Started memory monitoring
2024-12-07 19:34:55,411 INFO    SystemMonitor:22040 [interfaces.py:start():188] Started network monitoring
2024-12-07 19:34:55,414 DEBUG   HandlerThread:22040 [system_info.py:probe():152] Probing system
2024-12-07 19:34:55,416 DEBUG   HandlerThread:22040 [system_info.py:_probe_git():137] Probing git
2024-12-07 19:34:55,474 DEBUG   HandlerThread:22040 [system_info.py:_probe_git():145] Probing git done
2024-12-07 19:34:55,474 DEBUG   HandlerThread:22040 [system_info.py:probe():200] Probing system done
2024-12-07 19:34:55,474 DEBUG   HandlerThread:22040 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.26100-SP0', 'python': '3.11.9', 'heartbeatAt': '2024-12-07T22:34:55.415560', 'startedAt': '2024-12-07T22:34:54.679216', 'docker': None, 'cuda': None, 'args': ('--class_weight=None', '--log_preds=False', '--max_iter=30', '--random_state=42', '--solver=liblinear'), 'state': 'running', 'program': 'C:\\Users\\abia0\\OneDrive\\햞ea de Trabalho\\Projetos\\Faculdade\\topicos_especiais\\Effective-MLops\\train.py', 'codePathLocal': 'train.py', 'codePath': 'Effective-MLops\\train.py', 'git': {'remote': None, 'commit': None}, 'email': 'apegado014@gmail.com', 'root': 'C:/Users/abia0/OneDrive/햞ea de Trabalho/Projetos/Faculdade/topicos_especiais', 'host': 'LOQuinho', 'username': 'abia0', 'executable': 'C:\\Users\\abia0\\AppData\\Local\\Microsoft\\WindowsApps\\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2000.0, 'min': 0.0, 'max': 2000.0}, 'cpu_freq_per_core': [{'current': 2000.0, 'min': 0.0, 'max': 2000.0}], 'disk': {'/': {'total': 474.71581649780273, 'used': 356.5507583618164}}, 'gpu': 'NVIDIA GeForce RTX 2050', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2050', 'memory_total': 4294967296}], 'memory': {'total': 15.730522155761719}}
2024-12-07 19:34:55,474 INFO    HandlerThread:22040 [system_monitor.py:probe():224] Finished collecting system info
2024-12-07 19:34:55,474 INFO    HandlerThread:22040 [system_monitor.py:probe():227] Publishing system info
2024-12-07 19:34:55,474 INFO    HandlerThread:22040 [system_monitor.py:probe():229] Finished publishing system info
2024-12-07 19:34:55,487 DEBUG   SenderThread:22040 [sender.py:send():388] send: files
2024-12-07 19:34:55,487 INFO    SenderThread:22040 [sender.py:_save_file():1421] saving file wandb-metadata.json with policy now
2024-12-07 19:34:55,648 DEBUG   HandlerThread:22040 [handler.py:handle_request():159] handle_request: python_packages
2024-12-07 19:34:55,648 DEBUG   SenderThread:22040 [sender.py:send_request():415] send_request: python_packages
2024-12-07 19:34:55,648 DEBUG   HandlerThread:22040 [handler.py:handle_request():159] handle_request: stop_status
2024-12-07 19:34:55,648 DEBUG   SenderThread:22040 [sender.py:send_request():415] send_request: stop_status
2024-12-07 19:34:55,654 DEBUG   HandlerThread:22040 [handler.py:handle_request():159] handle_request: internal_messages
2024-12-07 19:34:55,967 DEBUG   SenderThread:22040 [sender.py:send():388] send: telemetry
2024-12-07 19:34:56,334 INFO    Thread-16 :22040 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\files\requirements.txt
2024-12-07 19:34:56,334 INFO    Thread-16 :22040 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\files\wandb-metadata.json
2024-12-07 19:34:56,364 INFO    wandb-upload_0:22040 [upload_job.py:push():130] Uploaded file C:\Users\abia0\AppData\Local\Temp\tmphp97g5u9wandb\vd2cg8c4-wandb-metadata.json
2024-12-07 19:34:57,684 DEBUG   SenderThread:22040 [sender.py:send():388] send: use_artifact
2024-12-07 19:34:58,349 INFO    Thread-16 :22040 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\files\output.log
2024-12-07 19:35:00,038 DEBUG   SenderThread:22040 [sender.py:send():388] send: use_artifact
2024-12-07 19:35:00,038 DEBUG   HandlerThread:22040 [handler.py:handle_request():159] handle_request: status_report
2024-12-07 19:35:00,364 INFO    Thread-16 :22040 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\files\output.log
2024-12-07 19:35:02,278 DEBUG   SenderThread:22040 [sender.py:send():388] send: use_artifact
2024-12-07 19:35:02,375 INFO    Thread-16 :22040 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\files\output.log
2024-12-07 19:35:02,894 DEBUG   HandlerThread:22040 [handler.py:handle_request():159] handle_request: log_artifact
2024-12-07 19:35:02,894 DEBUG   SenderThread:22040 [sender.py:send_request():415] send_request: log_artifact
2024-12-07 19:35:03,385 INFO    Thread-16 :22040 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\files\output.log
2024-12-07 19:35:03,385 INFO    Thread-16 :22040 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\files\media\table\prediction_table_0_21d3982df122cc000876.table.json
2024-12-07 19:35:03,385 INFO    Thread-16 :22040 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\files\media\table
2024-12-07 19:35:03,385 INFO    Thread-16 :22040 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\files\media
2024-12-07 19:35:03,434 DEBUG   HandlerThread:22040 [handler.py:handle_request():159] handle_request: partial_history
2024-12-07 19:35:03,878 INFO    wandb-upload_0:22040 [upload_job.py:push():130] Uploaded file C:\Users\abia0\AppData\Local\Temp\tmphp97g5u9wandb\l1ckaraf-media/table/prediction_table_0_21d3982df122cc000876.table.json
2024-12-07 19:35:04,390 INFO    Thread-16 :22040 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\abia0\OneDrive\햞ea de Trabalho\Projetos\Faculdade\topicos_especiais\Effective-MLops\wandb\run-20241207_193454-mlrp240e\files\output.log
2024-12-07 19:35:04,455 DEBUG   HandlerThread:22040 [handler.py:handle_request():159] handle_request: poll_exit
2024-12-07 19:35:04,774 INFO    wandb-upload_0:22040 [upload_job.py:push():88] Uploaded file C:\Users\abia0\AppData\Local\wandb\wandb\artifacts\staging\tmp6jq9g4_c
